Player,Team,Position,Age,Matches played,Minutes played,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Assists,Assists per 90,xA,xA per 90,Second assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Long passes per 90,"Accurate long passes, %",Successful attacking actions per 90,Goals,Goals per 90,Non-penalty goals,xG,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %",Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Conceded goals,Conceded goals per 90,xG against,xG against per 90,Prevented goals,Prevented goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",Exits per 90,GK Aerial duels per 90
Ó. Trejo,Rayo Vallecano,CAM,33,18,1224,6.84,6.91,48.94,2.43,36.36,0,2.5,3.63,2.35,7,0.51,3.69,0.27,0.07,1.18,50,0.81,4.41,76.67,2.5,55.88,0.96,38.46,1.25,0.44,4.34,93.22,35.88,85.66,10.66,83.45,1.4,52.63,4.19,3,0.22,0,3,0.22,0.96,61.54,23.077,1.47,30,5.59,46.05,16.69,40.53,1.69,2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Foden,Manchester City,CAM,21,13,992,3.81,3.36,51.35,1.72,10.53,0,2,3.51,0.54,3,0.27,3.67,0.33,0.18,0.45,60,0.82,2.81,77.42,2.9,56.25,0.64,42.86,1.45,1,3.36,86.49,43.55,87.71,6.08,80.6,1.63,50,4.54,5,0.45,5,3.93,0.36,29,2.63,44.83,17.241,3.72,24.39,3.36,64.86,8.89,41.84,5.26,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Förster,Stuttgart,CAM,26,13,839,6.87,6.22,58.62,1.5,50,0.11,2.25,2.93,1.39,1,0.11,0.38,0.04,0,0.75,57.14,0.32,4.4,80.49,1.72,81.25,0.43,75,1.39,0.11,3.65,73.53,39.26,88.25,7.51,81.43,0.43,75,2.9,2,0.21,2,1.87,0.2,2.25,23.81,9.524,0.43,25,2.47,73.91,6.87,46.88,2.68,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. Zieliński,Napoli,CAM,27,19,1240,3.85,2.54,65.71,0.73,10,0.29,1.89,2.7,0.65,4,0.29,3.69,0.27,0,0.51,71.43,0.73,5.23,83.33,2.32,78.13,0.58,50,1.96,0.65,6.53,82.22,42.6,88.07,12.63,83.91,2.18,66.67,2.69,5,0.36,5,2.77,0.2,1.74,37.5,20.833,1.02,64.29,2.54,40,6.02,39.76,2.47,1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pablo Fornals,West Ham United,CAM,25,19,1544,8.1,7.87,46.67,1.87,40.63,0.06,3.91,4.58,0.87,2,0.12,2.9,0.17,0.17,1.46,52,0.52,5.07,67.82,3.32,57.89,1.4,41.67,1.34,0.52,6.76,78.45,36.72,79.84,11.54,70.71,2.62,53.33,2.27,4,0.23,4,3.43,0.2,1.4,29.17,16.667,1.81,25.81,1.87,34.38,5.07,36.78,1.92,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Boudebouz,Saint-Étienne,CAM,31,14,1031,5.32,4.02,71.74,2.97,20.59,0.09,2.1,2.91,0.7,0,0,1.71,0.15,0,1.31,26.67,0.52,7.16,70.73,3.14,36.11,2.27,26.92,0.79,0.79,7.59,80.46,58.84,82.94,16.32,73.26,5.94,60.29,3.49,0,0,0,0.2,0.02,1.13,15.38,0,2.27,30.77,3.93,57.78,8.55,41.84,0.79,2.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Krunić,Milan,CAM,28,14,919,6.46,4.99,58.82,3.92,55,0.1,3.33,4.93,0.88,1,0.1,0.44,0.04,0,0.98,50,0.39,3.82,74.36,1.47,73.33,0.88,44.44,1.08,0.1,3.53,91.67,32.91,88.1,7.74,78.48,0.49,40,1.37,0,0,0,0.64,0.06,0.49,20,0,0.2,0,1.27,61.54,5.19,49.06,0.88,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
R. Malinovskiy,Atalanta,CAM,28,18,1129,5.26,5.42,52.94,2.31,48.28,0.4,2.23,3.16,1.59,1,0.08,2.5,0.2,0.16,1.12,35.71,0.48,5.9,64.86,5.02,53.97,1.67,23.81,2.31,0.72,7.49,82.98,45.76,78.92,11,64.49,4.46,57.14,5.58,5,0.4,5,3.57,0.28,3.43,25.58,11.628,2.15,37.04,5.82,60.27,14.75,40.54,2.71,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rodrigo,Leeds United,CAM,30,12,961,4.12,3.37,69.44,2.81,26.67,0,1.69,2.62,0.47,0,0,1.56,0.15,0.09,1.22,30.77,0.84,3.75,72.5,2.25,66.67,1.22,23.08,1.03,0.66,4.31,84.78,27.53,76.87,6.37,69.12,2.15,73.91,3.09,2,0.19,1,2.81,0.26,2.06,40.91,9.091,1.69,50,1.87,55,6.46,30.43,2.9,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S. Diop,Monaco,CAM,21,19,1374,6.62,6.75,58.25,2.1,34.38,0,2.16,3.24,1.18,2,0.13,2.03,0.13,0.13,1.18,27.78,0.39,4.26,64.62,3.08,48.94,1.44,40.91,1.44,0.79,5.44,80.72,38.52,78.57,9.96,64.47,2.03,70.97,4.19,5,0.33,5,3.92,0.26,23,1.51,39.13,21.739,1.97,33.33,4.98,52.63,10.81,40.61,3.08,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
T. Müller,Bayern München,CAM,32,18,1555,5.38,4.28,59.46,3.18,30.91,0.06,2.49,3.9,0.35,12,0.69,6.85,0.4,0.17,2.08,30.56,1.74,5.09,69.32,5.61,48.45,2.55,20.45,2.43,1.27,6.08,84.76,48.85,76.18,10.19,63.07,3.07,43.4,3.36,5,0.29,5,4.88,0.28,1.33,56.52,21.739,3.65,36.51,1.45,44,5.5,33.68,4.86,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
T. Roberts,Leeds United,CAM,22,19,962,4.96,4.02,44.19,2.99,25,0.09,2.62,3.8,1.12,1,0.09,1.29,0.12,0,0.94,10,0.19,2.25,70.83,2.43,38.46,0.94,10,1.03,0.19,3.09,66.67,23.67,72.73,6.17,65.15,1.4,26.67,3.18,1,0.09,1,3.3,0.31,2.81,36.67,3.333,1.68,11.11,3.65,51.28,8.7,38.71,3.37,1.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
T. Savanier,Montpellier,CAM,30,16,1453,6.5,7.12,40.87,1.8,34.48,0,3.28,4.38,1.8,6,0.37,2.65,0.16,0.12,0.93,53.33,0.74,11.46,63.24,4.09,43.94,2.91,40.43,1.05,0.99,9.91,74.38,48.87,75.29,17.65,62.81,10.03,53.09,6.01,5,0.31,4,3.69,0.23,2.91,48.94,10.638,2.54,36.59,5.14,61.45,13.13,47.64,1.49,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Unai López,Rayo Vallecano,CAM,26,16,735,6.61,6.37,50,2.94,37.5,0,2.82,4.57,1.22,0,0,1.27,0.16,0,0.61,60,0.24,9.43,68.83,1.59,46.15,1.22,40,0.73,0.12,6.73,83.64,55.35,88.72,14.94,72.95,7.1,62.07,1.47,0,0,0,0.4,0.05,0.98,37.5,0,0.86,14.29,1.96,31.25,6.12,26,0.49,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
V. Darida,Hertha BSC,CAM,31,12,879,6.04,5.02,59.18,2.76,22.22,0.31,2.87,3.39,1.02,2,0.2,1.06,0.11,0.1,1.23,16.67,0.82,4.3,59.52,2.15,47.62,1.33,15.38,0.72,0.41,7.37,65.28,41.47,78.77,12.9,67.46,5.94,60.34,2.66,1,0.1,1,0.32,0.03,1.02,40,10,1.43,35.71,2.35,65.22,6.35,51.61,0.72,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Y. Adli,Bordeaux,CAM,21,20,1390,6.02,5.96,45.65,1.17,33.33,0.19,3.04,3.83,0.45,6,0.39,2.51,0.16,0.13,1.23,36.84,0.65,8.29,61.72,3.24,40,2.59,25,0.97,0.52,7.9,81.97,43.19,80.06,13.66,68.72,6.02,58.06,4.53,1,0.06,1,0.91,0.06,1.04,50,6.25,1.81,32.14,4.73,63.01,11.2,43.35,0.91,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Bastoni,Internazionale,CB,22,18,1521,8.46,6.57,69.37,2.9,59.18,0.36,3.85,5.46,1.07,3,0.18,1.45,0.09,0.06,0.36,50,0.36,7.69,85.38,1.83,48.39,1.18,40,0.89,0.12,8.4,79.58,62.13,91.43,21.3,86.11,6.15,69.23,1.3,1,0.06,1,0.31,0.02,0.41,42.86,14.286,0.89,26.67,1.42,50,3.25,49.09,0.59,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Buongiorno,Torino,CB,22,13,820,8.67,7.24,62.12,6.37,53.45,0.33,4.06,6,2.41,1,0.11,0.4,0.04,0,0,0,0.11,4.17,78.95,0.77,14.29,0.22,50,0.11,0.11,5.82,66.04,35.34,86.34,14.27,77.69,3.18,48.28,0.88,0,0,0,1.14,0.12,0.33,33.33,0,0.44,25,0.88,75,2.3,61.9,0.66,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Carboni,Cagliari,CB,20,20,1759,12.13,7.62,63.76,3.38,50,0.72,6.91,7.79,0.56,0,0,0.74,0.04,0,0.1,0,0,6.14,59.17,1.48,44.83,0.77,40,0.36,0.26,9.36,65.03,39.96,80.28,18.01,67.9,6.65,46.15,0.77,0,0,0,0.62,0.03,0.26,20,0,0.82,31.25,0.87,52.94,1.38,44.44,0.36,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Christensen,Chelsea,CB,25,13,1102,9.07,4.74,70.69,5.72,58.57,0.25,5.72,8.05,0.65,0,0,0.14,0.01,0,0.16,50,0.08,6.7,87.8,0.65,62.5,0.16,50,0.25,0,8.41,72.82,63.13,92.37,22.79,83.87,4.49,56.36,0.41,0,0,0,0.16,0.01,0.25,0,0,0.08,0,0.33,100,0.9,72.73,0.16,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Disasi,Monaco,CB,23,16,1382,8.53,6.06,67.74,4.04,51.61,0.59,3.97,5.63,1.5,0,0,0,0,0,0.07,0,0,7.95,67.21,0.46,28.57,0.65,10,0.2,0.07,9.18,80.85,59.91,90.54,19.08,78.84,6.06,52.69,0.46,1,0.07,1,1.27,0.08,0.39,16.67,16.667,0.07,100,0.46,71.43,1.17,61.11,0.98,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Djiku,Strasbourg,CB,27,16,1490,11.84,7.25,65.83,2.96,57.14,0.6,6.34,7.43,1.63,0,0,0.82,0.05,0.12,0.18,66.67,0.24,6.83,68.14,1.27,47.62,0.79,30.77,0.18,0.24,9.85,80.37,43.85,86.36,20.17,77.25,8.21,63.97,0.6,0,0,0,1.17,0.07,0.3,20,0,0.72,41.67,0.18,66.67,0.79,46.15,0.6,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Gravillon,Reims,CB,23,18,1719,7.85,5.18,62.63,3.14,48.33,0.52,4.24,4.8,1.26,0,0,0.61,0.03,0,0.1,50,0.21,5.18,68.69,1.2,34.78,0.58,27.27,0.21,0.42,8.32,71.07,31.41,80.83,14.71,74.02,4.55,64.37,0.94,0,0,0,0.3,0.02,0.31,33.33,0,1.15,27.27,1.05,45,2.15,43.9,0.47,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Hack,Mainz 05,CB,28,15,1188,11.67,6.74,64.04,5.83,59.74,0.61,5.98,7.27,1.44,0,0,0.62,0.05,0,0,0,0.08,5.53,75.34,0.68,44.44,0.45,33.33,0.38,0,8.86,76.07,38.79,83.01,20.61,76.84,7.05,65.59,0.68,2,0.15,2,0.77,0.06,0.53,42.86,28.571,0.23,0,0.53,85.71,2.27,60,0.53,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Ismajli,Empoli,CB,25,12,882,12.45,7.55,68.92,4.9,62.5,0.61,6.94,8.13,0.92,0,0,0,0,0,0.1,0,0,4.49,81.82,0.51,20,0.51,20,0.1,0,7.96,78.21,39.69,88.43,17.24,81.66,4.08,65,0.2,0,0,0,0.23,0.02,0.31,0,0,0.2,50,0.31,33.33,1.53,60,0.41,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Laporte,Manchester City,CB,27,17,1554,5.62,2.95,62.75,3.19,45.45,0.17,3.53,6.47,0.41,0,0,0.14,0.01,0.06,0.06,0,0.12,11.93,90.29,0.58,50,0.46,62.5,0.23,0.06,11,89.47,79.63,95.56,27.05,91.86,5.33,66.3,0.58,2,0.12,2,2.59,0.15,1.1,26.32,10.526,0.23,25,0.29,80,0.98,52.94,1.33,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Mandi,Villarreal,CB,30,8,789,5.36,2.97,53.85,2.74,58.33,0.57,3.42,5.56,0.8,0,0,0,0,0,0.11,100,0,3.31,82.76,0.11,100,0.11,0,0.11,0,5.59,77.55,55.67,95.49,17.79,91.03,3.54,74.19,0.46,1,0.11,1,0.89,0.1,0.46,50,25,0,0,0.11,100,0.57,40,0.34,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Ogbonna,West Ham United,CB,33,11,996,5.06,4.43,63.27,3.8,59.52,0.36,2.08,2.63,0.45,0,0,0,0,0,0,0,0,3.52,66.67,0.09,0,0.36,25,0,0,5.24,79.31,40.48,90.4,13.46,72.48,5.15,52.63,0.09,1,0.09,1,0.49,0.04,0.36,25,25,0,0,0.27,0,0.72,12.5,0.45,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Pieper,Arminia Bielefeld,CB,23,17,1622,11.76,6.21,70.54,4.94,58.43,0.78,6.77,7.04,0.22,0,0,0.05,0,0,0.11,100,0,4.77,66.28,0.72,30.77,0.5,11.11,0.22,0.11,8.71,66.24,37.29,83.78,16.26,69.97,6.05,58.72,0.39,0,0,0,0.85,0.05,0.33,0,0,0.17,66.67,0.22,75,0.67,58.33,0.5,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Romagnoli,Milan,CB,26,13,1023,9.15,6.16,61.43,4.84,65.45,0.62,4.93,7.03,1.32,0,0,0.21,0.02,0,0.18,0,0,6.51,81.08,0.62,57.14,0.53,33.33,0.44,0.09,9.06,81.55,55.51,92.39,21.91,86.35,4.4,64,0.35,1,0.09,1,0.99,0.09,0.62,28.57,14.286,0.09,100,0.09,100,0.7,75,0.97,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Rrahmani,Napoli,CB,27,18,1689,7.3,4.96,65.59,4,54.67,0.69,3.68,5.45,0.75,0,0,0.04,0,0.05,0,0,0,4.58,84.88,0.16,0,0.05,0,0,0,6.18,77.59,51.58,94.42,17.42,89.91,4.69,67.05,0.48,2,0.11,2,1.15,0.06,0.48,55.56,22.222,0,0,0.21,100,1.28,54.17,0.43,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Rüdiger,Chelsea,CB,28,20,1962,7.48,5.23,64.91,3.07,65.67,0.18,3.76,5.72,0.92,0,0,0.99,0.05,0.05,0.32,57.14,0.09,9.04,77.66,1.74,42.11,1.1,33.33,0.46,0.14,10.5,75.55,58.53,89.5,22.71,81.01,6.61,61.81,1.19,2,0.09,2,2.15,0.1,1.15,24,8,0.64,28.57,0.6,92.31,1.93,54.76,1.28,1.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Soumaoro,Bologna,CB,29,13,1090,7.18,4.54,58.18,3.47,76.19,0.58,4.54,5.56,0.91,0,0,0,0,0.08,0,0,0,3.3,90,0.17,50,0.08,0,0.08,0,5.45,72.73,40.46,92.24,13.21,83.75,1.98,62.5,0.58,0,0,0,0.83,0.07,0.33,25,0,0.08,0,0.5,100,2.06,44,0.91,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Theate,Bologna,CB,21,15,1275,8.75,6.92,64.29,2.75,30.77,0.07,3.81,4.64,0.92,0,0,0.3,0.02,0.07,0,0,0.07,8.54,72.73,1.48,33.33,0.64,55.56,0.21,0.14,11.29,73.75,54.99,87.03,24.78,77.78,6.71,46.32,0.99,2,0.14,2,1.13,0.08,0.92,38.46,15.385,0.56,25,0.71,70,2.19,41.94,0.99,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Webster,Brighton,CB,27,11,871,9.4,6.2,58.33,4.86,59.57,0.72,4.65,7.46,1.34,0,0,0,0,0.1,0.21,50,0,12.4,65,0.93,33.33,1.14,18.18,0.1,0.21,13.23,72.66,71.19,85.92,33.17,77.57,7.54,45.21,1.24,0,0,0,0.01,0,0.1,0,0,0.62,50,1.14,72.73,1.86,61.11,0.41,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A. Witsel,Borussia Dortmund,CB,33,17,1080,8.42,5.83,58.57,2.33,71.43,0.33,4.67,7.24,1.33,0,0,0,0,0,0.08,100,0,5.58,89.55,0.33,100,0.25,33.33,0.25,0,5.58,82.09,57.17,94.75,16.17,89.18,1.42,76.47,0.5,0,0,0,0.04,0,0.25,0,0,0,0,0.75,55.56,3.92,42.55,0.5,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aritz Elustondo,Real Sociedad,CB,27,18,1555,7.87,4.05,70,4.17,62.5,0.35,4.8,7.07,0.58,1,0.06,0.09,0.01,0,0,0,0.06,5.32,71.74,0.35,33.33,0.46,50,0.12,0,8.22,68.31,43.47,87.62,18,78.14,4.8,55.42,0.52,3,0.17,3,1.38,0.08,0.52,55.56,33.333,0.06,0,0.35,66.67,1.5,46.15,0.46,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Badiashile,Monaco,CB,20,12,820,9.44,5.82,66.04,3.07,60.71,0.44,5.49,7.43,1.32,0,0,0,0,0,0.11,0,0,10.76,73.47,0.99,44.44,0.66,50,0.44,0,14.16,90.7,78.48,92.31,29.85,86.4,6.48,57.63,0.22,0,0,0,0.87,0.1,0.66,16.67,0,0.11,0,0.44,25,1.54,28.57,0.66,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Chardonnet,Brest,CB,27,17,1623,11.59,6.38,77.39,4.99,58.89,0.83,6.04,6.16,0.72,0,0,0.02,0,0,0.06,0,0,7.32,75.76,0.44,37.5,0.5,22.22,0.17,0,7.82,81.56,37.43,88.89,17.36,81.47,7.21,67.69,0.33,2,0.11,2,0.66,0.04,0.39,71.43,28.571,0.17,33.33,0.22,0,0.78,42.86,0.5,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Davies,Tottenham Hotspur,CB,28,9,814,8.96,6.41,67.24,3.65,51.52,0.22,3.98,5.27,1,1,0.11,0.67,0.07,0,0.55,20,0.22,7.3,71.21,1.55,57.14,0.88,0,0.66,0.66,9.29,72.62,44.34,81.8,20.9,71.96,4.86,40.91,1.44,0,0,0,1.15,0.13,1,22.22,0,1.44,46.15,0.44,100,1.22,81.82,1.33,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Djimsiti,Atalanta,CB,28,15,1181,9.53,6.63,66.67,3.81,62,0.53,4.95,6.77,0.84,1,0.08,0.57,0.04,0,0.23,33.33,0.23,6.86,70,0.91,58.33,0.3,0,0.3,0.15,7.93,75.96,49.38,86.73,20.5,78.44,5.33,51.43,0.61,0,0,0,0.39,0.03,0.3,50,0,0.23,66.67,0.38,60,1.3,41.18,0.46,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Gibson,Norwich City,CB,28,16,1522,7.75,3.07,65.38,4.02,54.41,0.89,5.26,6.14,0.35,0,0,0.04,0,0,0.12,0,0,7.51,74.8,0.41,57.14,0.71,25,0.35,0,11.77,75.88,48.84,86.32,23.77,77.36,8.28,57.86,0.24,0,0,0,1.31,0.08,0.3,60,0,0.06,0,0.18,33.33,0.83,42.86,0.77,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Godfrey,Everton,CB,23,15,1416,11.31,7.56,69.75,4.13,50.77,0.83,5.66,6.51,0.76,0,0,0.62,0.04,0.06,0.13,0,0.13,3.81,71.67,0.95,66.67,0.25,25,0.51,0.32,6.74,56.6,26.06,79.27,12.14,66.49,2.8,40.91,0.95,0,0,0,0.96,0.06,0.7,36.36,0,0.64,50,0.76,50,1.78,35.71,0.57,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Kouyaté,Metz,CB,24,15,1407,15.16,7.23,73.45,5.57,63.22,0.96,9.08,9.79,0.77,0,0,0.09,0.01,0,0.06,0,0.06,2.75,65.12,0.06,100,0.38,33.33,0.06,0,5.18,64.2,29.81,84.98,10.49,74.39,3.33,51.92,0.32,1,0.06,1,1.3,0.08,0.45,42.86,14.286,0,0,0.26,50,1.79,50,0.64,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Mee,Burnley,CB,32,13,1256,9.82,4.51,57.14,6.88,62.5,1.07,6.59,7.34,0.5,0,0,0.21,0.01,0,0,0,0,6.59,54.35,0.5,0,0.21,0,0.07,0.14,7.09,69.7,31.89,78.88,14.04,62.24,7.81,55.96,0.5,2,0.14,2,1.7,0.12,0.57,25,25,0.14,100,0.21,100,0.79,45.45,1,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. Nuytinck,Udinese,CB,31,19,1570,10.38,6.08,69.81,2.64,52.17,1.15,6.02,6.55,0.4,1,0.06,0.06,0,0,0,0,0.06,2.92,62.75,0.23,25,0.23,0,0,0.06,5.68,57.58,37.78,89.07,13.07,73.25,5.22,56.04,0.17,0,0,0,0.79,0.05,0.23,25,0,0.06,100,0.06,100,0.46,25,0.52,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B. White,Arsenal,CB,24,18,1757,8.61,5.02,68.37,3.28,54.69,0.61,4.87,6.6,0.51,0,0,0.01,0,0.05,0.05,100,0.05,6.4,75.2,0.41,0,0.67,15.38,0.05,0,6.76,64.39,43.9,86.93,17.98,76.92,5.84,50.88,0.77,0,0,0,0.67,0.03,0.15,66.67,0,0.1,0,0.97,63.16,2.61,45.1,0.36,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bremer,Torino,CB,24,19,1754,15.19,11.44,73.54,9.13,51.69,0.72,6.72,9.73,1.64,1,0.05,0.46,0.02,0.05,0,0,0.1,3.49,55.88,0.46,22.22,0.26,20,0.15,0,5.59,59.63,41.41,87.73,12.98,69.57,4.87,50.53,0.67,2,0.1,2,3.04,0.16,0.72,42.86,14.286,0,0,0.72,50,2.26,43.18,1.33,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C. Cathcart,Watford,CB,32,16,1499,8.59,4.98,56.63,2.82,61.7,0.9,5.58,6.46,0.6,1,0.06,0,0,0,0.06,100,0,3.54,54.24,0.24,75,0.12,50,0.06,0.18,5.28,70.45,27.8,84.67,10.87,66.85,5.52,55.43,0.24,0,0,0,0,0,0,0,0,0.24,75,0,0,0.42,14.29,0.18,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C. Clark,Newcastle United U23,CB,32,12,1082,8.15,3.99,62.5,4.33,55.77,0.67,5.07,5.53,0.5,1,0.08,0.03,0,0,0,0,0,2.16,69.23,0.17,100,0,0,0.25,0.08,5.32,59.38,27.12,85.28,11.06,69.17,3.33,45,0.33,0,0,0,0.95,0.08,0.42,20,0,0.08,100,0.58,28.57,1.41,29.41,1.25,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C. Coady,Wolverhampton Wanderers,CB,28,19,1863,7.39,3.53,61.64,1.98,53.66,0.92,5.02,6.03,0.39,0,0,0,0,0,0,0,0,2.46,58.82,0.29,33.33,0.43,22.22,0.14,0,5.22,67.59,36.18,90.25,11.64,77.59,5.8,65,0.05,1,0.05,1,1.31,0.06,0.29,16.67,16.667,0.05,0,0,0,0.05,100,0.48,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C. Dawson,West Ham United,CB,31,18,1472,8.8,4.77,67.95,5.07,56.63,1.22,5.26,6.22,1.28,1,0.06,0,0,0,0.12,50,0,5.93,69.07,0.31,20,0.31,20,0.18,0,5.87,72.92,33.81,86.26,13.45,72.73,5.38,54.55,0.43,0,0,0,1.91,0.12,0.61,30,0,0,0,0.18,100,0.92,53.33,0.98,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
C. Hérelle,Brest,CB,29,9,762,9.69,3.66,74.19,1.54,61.54,0.24,6.26,6,0.94,0,0,0.01,0,0,0.12,0,0,4.84,78.05,0.35,33.33,0.47,25,0.12,0,4.72,70,31.54,89.14,13.23,77.68,3.19,48.15,0.12,0,0,0,0.33,0.04,0.35,33.33,0,0,0,0.12,0,0.94,62.5,0.47,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
